company,country,category,phrase,count
Allianz,Germany,agentic,ki,16
Allianz,Germany,agentic,genai,16
Allianz,Germany,agentic,automation,12
Allianz,Germany,agentic,artificial intelligence,11
Allianz,Germany,agentic,agentic,7
Allianz,Germany,agentic,machine learning,4
Allianz,Germany,agentic,agentic ai,4
Allianz,Germany,agentic,ml,3
Allianz,Germany,agentic,generative artificial intelligence,2
Allianz,Germany,agentic,gen ai,1
Allianz,Germany,agentic,bots,1
Allianz,Germany,agentic,nlp,1
Allianz,Germany,agentic,ai agent,1
Allianz,Germany,agentic,multi-agent,1
Allianz,Germany,agentic,large language models,1
Allianz,Germany,agentic,automatisierung,1
Allianz,Germany,agentic,ai assistants,1
Allianz,Germany,automation_not_agentic,ai,141
Allianz,Germany,automation_not_agentic,automation,32
Allianz,Germany,automation_not_agentic,ki,18
Allianz,Germany,automation_not_agentic,ml,17
Allianz,Germany,automation_not_agentic,artificial intelligence,11
Allianz,Germany,automation_not_agentic,machine learning,10
Allianz,Germany,automation_not_agentic,automated,7
Allianz,Germany,automation_not_agentic,automate,6
Allianz,Germany,automation_not_agentic,automatisierung,6
Allianz,Germany,automation_not_agentic,automation solutions,3
Allianz,Germany,automation_not_agentic,künstliche intelligenz,3
Allianz,Germany,automation_not_agentic,virtual agents,2
Allianz,Germany,automation_not_agentic,algorithms,1
Allianz,Germany,automation_not_agentic,macro,1
Allianz,Germany,automation_not_agentic,rule-based,1
Allianz,Germany,automation_not_agentic,anomaly detection,1
Allianz,Germany,automation_not_agentic,decision tree,1
Allianz,Germany,automation_not_agentic,predictive modeling,1
Allianz,Germany,automation_not_agentic,decision support,1
Allianz,Germany,automation_not_agentic,geschäftsregeln,1
Allianz,Germany,governance__governance_terms,fairness,106
Allianz,Germany,governance__governance_terms,ethical ai,10
Allianz,Germany,governance__governance_terms,responsible ai,8
Allianz,Germany,governance__governance_terms,transparency,8
Allianz,Germany,governance__governance_terms,data privacy,4
Allianz,Germany,governance__governance_terms,auditability,3
Allianz,Germany,governance__governance_terms,data governance,3
Allianz,Germany,governance__governance_terms,explainability,2
Allianz,Germany,governance__governance_terms,ai governance,2
Allianz,Germany,governance__governance_terms,ai act,2
Allianz,Germany,governance__governance_terms,eu ai act,1
Allianz,Germany,governance__governance_terms,gdpr,1
Allianz,Germany,governance__governance_terms,ai standards,1
Allianz,Germany,maturity__assisted,explore,53
Allianz,Germany,maturity__assisted,testing,22
Allianz,Germany,maturity__assisted,evaluate,11
Allianz,Germany,maturity__assisted,assess,10
Allianz,Germany,maturity__assisted,assessment,5
Allianz,Germany,maturity__assisted,assessing,4
Allianz,Germany,maturity__assisted,evaluation,3
Allianz,Germany,maturity__assisted,experimenting,2
Allianz,Germany,maturity__assisted,experiment,2
Allianz,Germany,maturity__assisted,investigate,2
Allianz,Germany,maturity__assisted,pilots,2
Allianz,Germany,maturity__assisted,exploring,1
Allianz,Germany,maturity__assisted,proof-of-concept,1
Allianz,Germany,maturity__assisted,experimentation,1
Allianz,Germany,maturity__assisted,pilot,1
Allianz,Germany,maturity__assisted,exploration,1
Allianz,Germany,maturity__assisted,assessed,1
Allianz,Germany,maturity__augmented,copilot,31
Allianz,Germany,maturity__augmented,use cases,12
Allianz,Germany,maturity__augmented,expand,6
Allianz,Germany,maturity__augmented,specific tasks,2
Allianz,Germany,maturity__augmented,use case,1
Allianz,Germany,maturity__augmented,scaling,1
Allianz,Germany,maturity__frontier,end-to-end,28
Allianz,Germany,maturity__frontier,embedded,5
Allianz,Germany,maturity__frontier,autonomous,4
Allianz,Germany,maturity__frontier,at scale,2
Allianz,Germany,role_evolution__ai_role_titles,ml engineers,4
Allianz,Germany,role_evolution__ai_role_titles,ai engineer,3
Allianz,Germany,role_evolution__ai_role_titles,ai architects,3
Allianz,Germany,role_evolution__ai_role_titles,mlops,2
Allianz,Germany,role_evolution__ai_role_titles,data engineers,2
Allianz,Germany,role_evolution__ai_role_titles,prompt engineering,2
Allianz,Germany,role_evolution__ai_role_titles,ml ops,1
Allianz,Germany,role_evolution__oversight_language,supervision,3
Allianz,Germany,role_evolution__oversight_language,escalate,3
Allianz,Germany,role_evolution__oversight_language,escalation,3
Allianz,Germany,role_evolution__oversight_language,supervise,2
Allianz,Germany,role_evolution__oversight_language,human-in-the-loop,2
Allianz,Germany,role_evolution__oversight_language,guardrails,2
Allianz,Germany,role_evolution__oversight_language,escalations,1
Allianz,Germany,role_evolution__reskilling_culture,continuous learning,18
Allianz,Germany,role_evolution__reskilling_culture,change management,11
Allianz,Germany,role_evolution__reskilling_culture,learning and development,10
Allianz,Germany,role_evolution__reskilling_culture,ai adoption,3
Allianz,Germany,role_evolution__reskilling_culture,ai enablement,1
Allianz,Germany,role_evolution__reskilling_culture,digital skills,1
Allianz,Germany,role_evolution__reskilling_culture,ai skills,1
Allianz,Germany,role_evolution__reskilling_culture,new ways of working,1
Allianz,Germany,tech_stack__agentic_platform,copilot,31
Allianz,Germany,tech_stack__agentic_platform,microsoft copilot,14
Allianz,Germany,tech_stack__agentic_platform,claude,7
Allianz,Germany,tech_stack__agentic_platform,github copilot,6
Allianz,Germany,tech_stack__agentic_platform,databricks,5
Allianz,Germany,tech_stack__agentic_platform,gemini,2
Allianz,Germany,tech_stack__agentic_platform,azure ai,1
Allianz,Germany,tech_stack__connectors,integration,36
Allianz,Germany,tech_stack__connectors,api,17
Allianz,Germany,tech_stack__connectors,integrated,13
Allianz,Germany,tech_stack__connectors,apis,11
Allianz,Germany,tech_stack__connectors,integrations,9
Allianz,Germany,tech_stack__connectors,kafka,5
Allianz,Germany,tech_stack__connectors,orchestration,4
Allianz,Germany,tech_stack__connectors,rest api,3
Allianz,Germany,tech_stack__connectors,microservices,3
Allianz,Germany,tech_stack__connectors,workflow orchestration,3
Allianz,Germany,tech_stack__connectors,event-driven,2
Allianz,Germany,tech_stack__connectors,message queue,1
Allianz,Germany,tech_stack__connectors,data pipelines,1
Allianz,Germany,tech_stack__governance_layer,observability,14
Allianz,Germany,tech_stack__governance_layer,model governance,1
Allianz,Greece,automation_not_agentic,ai,4
Allianz,Greece,automation_not_agentic,artificial intelligence,1
Allianz,Greece,automation_not_agentic,machine learning,1
Allianz,Greece,governance__governance_terms,fairness,4
Allianz,Greece,governance__governance_terms,data governance,1
Allianz,Greece,maturity__assisted,explore,4
Allianz,Greece,maturity__assisted,assessment,3
Allianz,Greece,maturity__assisted,assess,2
Allianz,Greece,maturity__assisted,assessing,1
Allianz,Greece,maturity__assisted,evaluate,1
Allianz,Greece,maturity__augmented,assisting,1
Allianz,Hungary,agentic,ai,8
Allianz,Hungary,agentic,copilot,3
Allianz,Hungary,agentic,agentic,2
Allianz,Hungary,agentic,ml,1
Allianz,Hungary,agentic,anomaly detection,1
Allianz,Hungary,automation_not_agentic,ai,37
Allianz,Hungary,automation_not_agentic,automation,11
Allianz,Hungary,automation_not_agentic,automate,6
Allianz,Hungary,automation_not_agentic,automated,4
Allianz,Hungary,automation_not_agentic,machine learning,2
Allianz,Hungary,automation_not_agentic,decision support,2
Allianz,Hungary,automation_not_agentic,ml,2
Allianz,Hungary,automation_not_agentic,automating,2
Allianz,Hungary,automation_not_agentic,ki,1
Allianz,Hungary,automation_not_agentic,anomaly detection,1
Allianz,Hungary,governance__governance_terms,fairness,10
Allianz,Hungary,governance__governance_terms,gdpr,3
Allianz,Hungary,governance__governance_terms,transparency,3
Allianz,Hungary,maturity__assisted,testing,10
Allianz,Hungary,maturity__assisted,evaluation,3
Allianz,Hungary,maturity__assisted,evaluate,2
Allianz,Hungary,maturity__assisted,explore,2
Allianz,Hungary,maturity__assisted,exploring,1
Allianz,Hungary,maturity__augmented,use cases,3
Allianz,Hungary,maturity__augmented,copilot,3
Allianz,Hungary,maturity__augmented,scaling,3
Allianz,Hungary,maturity__augmented,use case,1
Allianz,Hungary,maturity__augmented,expansion,1
Allianz,Hungary,maturity__augmented,expand,1
Allianz,Hungary,maturity__augmented,assisting,1
Allianz,Hungary,maturity__frontier,end-to-end,15
Allianz,Hungary,maturity__frontier,embedded,2
Allianz,Hungary,maturity__frontier,autonomously,1
Allianz,Hungary,maturity__frontier,end to end,1
Allianz,Hungary,role_evolution__ai_role_titles,mlops,1
Allianz,Hungary,role_evolution__oversight_language,guardrails,1
Allianz,Hungary,role_evolution__oversight_language,escalated,1
Allianz,Hungary,role_evolution__oversight_language,escalation,1
Allianz,Hungary,tech_stack__agentic_platform,claude,5
Allianz,Hungary,tech_stack__agentic_platform,copilot,3
Allianz,Hungary,tech_stack__agentic_platform,github copilot,2
Allianz,Hungary,tech_stack__agentic_platform,amazon bedrock,1
Allianz,Hungary,tech_stack__connectors,integration,9
Allianz,Hungary,tech_stack__connectors,api,6
Allianz,Hungary,tech_stack__connectors,orchestration,4
Allianz,Hungary,tech_stack__connectors,integrations,3
Allianz,Hungary,tech_stack__connectors,kafka,3
Allianz,Hungary,tech_stack__connectors,event-driven,3
Allianz,Hungary,tech_stack__connectors,data pipelines,3
Allianz,Hungary,tech_stack__connectors,middleware,2
Allianz,Hungary,tech_stack__connectors,apis,2
Allianz,Hungary,tech_stack__connectors,integrated,2
Allianz,Hungary,tech_stack__connectors,microservices,2
Allianz,Hungary,tech_stack__connectors,microservice,2
Allianz,Hungary,tech_stack__core_systems,core systems,1
Allianz,Hungary,tech_stack__governance_layer,observability,4
Allianz,Ireland,agentic,ai,2
Allianz,Ireland,agentic,genai,1
Allianz,Ireland,agentic,copilot,1
Allianz,Ireland,automation_not_agentic,ai,45
Allianz,Ireland,automation_not_agentic,artificial intelligence,19
Allianz,Ireland,automation_not_agentic,machine learning,16
Allianz,Ireland,automation_not_agentic,ml,4
Allianz,Ireland,automation_not_agentic,automation,3
Allianz,Ireland,automation_not_agentic,ia,2
Allianz,Ireland,automation_not_agentic,neural networks,1
Allianz,Ireland,automation_not_agentic,deep learning,1
Allianz,Ireland,automation_not_agentic,automated,1
Allianz,Ireland,automation_not_agentic,automate,1
Allianz,Ireland,governance__governance_terms,data governance,19
Allianz,Ireland,governance__governance_terms,accountability framework,10
Allianz,Ireland,governance__governance_terms,ai governance,4
Allianz,Ireland,governance__governance_terms,fairness,3
Allianz,Ireland,governance__governance_terms,eu ai act,2
Allianz,Ireland,governance__governance_terms,ai act,2
Allianz,Ireland,governance__governance_terms,gdpr,2
Allianz,Ireland,governance__governance_terms,transparency,1
Allianz,Ireland,governance__governance_terms,data privacy,1
Allianz,Ireland,governance__governance_terms,audit trails,1
Allianz,Ireland,governance__governance_terms,responsible ai,1
Allianz,Ireland,maturity__assisted,explore,5
Allianz,Ireland,maturity__assisted,assessment,4
Allianz,Ireland,maturity__assisted,evaluate,1
Allianz,Ireland,maturity__assisted,assess,1
Allianz,Ireland,maturity__assisted,testing,1
Allianz,Ireland,maturity__augmented,use cases,3
Allianz,Ireland,maturity__augmented,expand,2
Allianz,Ireland,maturity__augmented,assisting,1
Allianz,Ireland,maturity__augmented,expanding,1
Allianz,Ireland,maturity__augmented,copilot,1
Allianz,Ireland,role_evolution__ai_role_titles,data scientist,1
Allianz,Ireland,role_evolution__ai_role_titles,mlops,1
Allianz,Ireland,role_evolution__oversight_language,escalation,1
Allianz,Ireland,role_evolution__reskilling_culture,learning and development,7
Allianz,Ireland,tech_stack__agentic_platform,sagemaker,1
Allianz,Ireland,tech_stack__agentic_platform,anthropic,1
Allianz,Ireland,tech_stack__agentic_platform,copilot,1
Allianz,Ireland,tech_stack__connectors,integrated,2
Allianz,Italy,agentic,ai,19
Allianz,Italy,agentic,agentic,8
Allianz,Italy,agentic,generative ai,5
Allianz,Italy,agentic,genai,4
Allianz,Italy,agentic,agentic ai,2
Allianz,Italy,agentic,agentic workflows,2
Allianz,Italy,agentic,intelligenza artificiale,2
Allianz,Italy,agentic,ml,2
Allianz,Italy,agentic,automation,1
Allianz,Italy,agentic,multi-agent,1
Allianz,Italy,agentic,artificial intelligence,1
Allianz,Italy,agentic,intelligenza artificiale generativa,1
Allianz,Italy,automation_not_agentic,ai,43
Allianz,Italy,automation_not_agentic,automation,9
Allianz,Italy,automation_not_agentic,machine learning,5
Allianz,Italy,automation_not_agentic,virtual assistants,1
Allianz,Italy,automation_not_agentic,automated,1
Allianz,Italy,automation_not_agentic,ia,1
Allianz,Italy,automation_not_agentic,artificial intelligence,1
Allianz,Italy,automation_not_agentic,algorithms,1
Allianz,Italy,automation_not_agentic,predictive modeling,1
Allianz,Italy,governance__governance_terms,fairness,11
Allianz,Italy,governance__governance_terms,gdpr,2
Allianz,Italy,governance__governance_terms,data governance,2
Allianz,Italy,governance__governance_terms,explainability,1
Allianz,Italy,governance__governance_terms,model risk management,1
Allianz,Italy,governance__governance_terms,model risk,1
Allianz,Italy,maturity__assisted,evaluation,18
Allianz,Italy,maturity__assisted,explore,11
Allianz,Italy,maturity__assisted,assessment,9
Allianz,Italy,maturity__assisted,assess,6
Allianz,Italy,maturity__assisted,evaluate,5
Allianz,Italy,maturity__assisted,testing,5
